prompt_id,text,status
02030,দেয়ালের ফাটল প্রকট হচ্ছে।,pending
02031,জানলার পাশে বসেই বন্দনা মোবাইলে কথা বলছে।,pending
02032,ঠোঁটের কোণে তাচ্ছিল্যের হাসি।,pending
02033,চূড়ান্ত অসভ্যতা চলছে হোটেলে।,pending
02034,কিন্তু সেটা কোনোভাবেই হোটেলে নয়।,pending
02035,তন্ময়… আর-একটাও কথা বলবে না আত্রেয়ী।,pending
02036,শান্তনু আত্রেয়ীর দিকে তাকায়।,pending
02037,বেশি অপেক্ষা করতে হয়নি কাউকেই।,pending
02038,আমার জীবন থাকতে তোমার ক্ষতি কেউ করতে পারবে না।,pending
02039,দুর্বলতা তার সাকসেসের ক্ষেত্রে বাধা হতে পারে।,pending
02040,দীর্ঘ দু-বছর আমি মুখ বুজে সহ্য করি।,pending
02041,যা যা হবে ও নাকি সব কিছুর প্রমাণ রাখবে।,pending
02042,সোমদত্তা সপ্রশ্ন চোখে সায়নের দিকে তাকায়।,pending
02043,তার চেয়ে বন্দনার ভোগেই লাগুক।,pending
02044,গাড়িটা বাম্পারে লাফিয়ে উঠল।,pending
02045,সেক্ষেত্রে যে-কোনো মানুষই মরে যাবে।,pending
02046,তার আগে যথেষ্ট কষ্ট দিয়ে মারা হয়েছে।,pending
02047,তাই বন্দনা যে দোষী সেটা বোঝাটা সম্ভব নয়।,pending
02048,তারপরে নির্দিষ্ট চেয়ারে গিয়ে বসল।,pending
02049,একদিন আপনার সঙ্গে দেখা করবেন বলেছেন।,pending
02050,সকলেই স্ক্রিনের দিকে তাকিয়ে বসে।,pending
02051,কোনো নেটওয়ার্কই পাচ্ছে না।,pending
02052,সূর্য আর সোমদত্তাও যেতে চাইছিল।,pending
02053,আমরা তন্ময় হালদারের কেবিনে যাচ্ছি।,pending
02054,ফাঁকা ঘরে সেই শব্দ ফিরে ফিরে বাজতে লাগল।,pending
02055,বেশ ভয় পেয়েছে সূর্য আর সোমদত্তা।,pending
02056,তাহলে গোটা ঘরের বৃত্তটা সম্পূর্ণ হবে।,pending
02057,ঘরের মধ্যে তাপমাত্রা হিমাঙ্কের কাছাকাছি।,pending
02058,ওদিকে সোমদত্তা ছুটে যায় সূর্যের কাছে।,pending
02059,ফ্রিজারের দরজায় ধাক্কা দিচ্ছে ভয় দেখাবার জন্য।,pending
02060,সূর্যের নজর পড়ে সোমদত্তার দিকে।,pending
02061,সোমদত্তার মধ্যে কোনো অভিব্যক্তি নেই।,pending
02062,সূর্য সোমদত্তার কপালে চুমু খায়।,pending
02063,সোমদত্তার প্রাণটা এবার বেরিয়েই যাবে।,pending
02064,শরীরগুলোয় ক্ষতের দাগ হল শুধু।,pending
02065,ওঁর বয়স প্রায় একশো দুই বছর।,pending
02066,সোমদত্তা আবার তাকায় নীলাম্বরের দিকে।,pending
02067,আপনার দ্বিতীয় প্রশ্নের জবাব দিই আগে।,pending
02068,নীলাম্বরের চোখদুটো চকচক করে ওঠে।,pending
02069,লোকটা প্রচণ্ড রেগে আছে।,pending
02070,ধীরে ধীরে মুখটা খ্যাতলানো রক্তাক্ত হয়ে যায়।,pending
02071,নইলে সব ছারখার করে দেবার ক্ষমতা রাখে এই আত্মা।,pending
02072,সেইদিন থেকেই আজকের ঘটনার সূত্রপাত।,pending
02073,প্রতিটা মিডিয়ায় ছড়িয়ে পড়ে সেই খবর।,pending
02074,বাড়িতে বড়ো করে যজ্ঞের আয়োজন হয়।,pending
02075,চারজন পুরোহিত সেই যজ্ঞ করেন।,pending
02076,আপনার সম্পূর্ণ নাম বলুন দয়া করে।,pending
02077,আমরা নিশ্চিত করব যে এটি আবার না হয়।,pending
02078,আপনার সমস্যা প্রথম অগ্রাধিকার।,pending
02079,আপনার সেবায় আমরা সর্বদা প্রস্তুত।,pending
02080,এই পরিস্থিতি অগ্রহণযোগ্য।,pending
02081,আমরা সর্বদা প্রস্তুত সাহায্য করতে।,pending
02082,এই পণ্যের বৈশিষ্ট্য দেখুন।,pending
02083,আপনার অনুরোধ গ্রহণ করা হয়েছে।,pending
02084,আপনার অনুরোধ প্রসেস হচ্ছে।,pending
02085,কিন্তু মিহির এমন চাপাচাপি করল যে… হু!,pending
02086,এই থ্রিলিং জীবনে এমন কমেডিও ঘটে!,pending
02087,কিন্তু এখন দেখছি এটা এইরকম!,pending
02088,কেন যে যেচে আগুনের মধ্যে তোকে ঠেলে দিলাম!,pending
02089,আসলে ওই অত দূর থেকে একটা লোককে দেখেছ তো!,pending
02090,এর মধ্যে ও যদি কারও ক্ষতি করে বসে!,pending
02091,আমি যদি কিছু হেল্প করতে পারি!,pending
02092,বেড়ে যাওয়া শক্তির অংশ!,pending
02093,ছুপ চুপ কর মেডাম কা এক্সক্লিউজিভ ফোটো খিচনা হ্যায় না?,pending
02094,এত কড়াকড়ি টপকে এই লোকটা এই পর্যন্ত পৌঁছোল কী করে?,pending
02095,কেনই-বা একটা নির্দিষ্ট সময়ে সিসিটিভি নিষ্ক্রিয় হয়ে গেল?,pending
02096,আত্রেয়ী দেবী আর শান্তনুবাবুর মধ্যে কী নিয়ে ঝগড়া হত?,pending
02097,পর্দার ওপারে নিশ্চয়ই কেউ আছে নইলে এমন শব্দ কে করবে?,pending
02098,আমার অসুস্থ মাকে শিখণ্ডী করে আমার মুখ থেকে কথা বের করবেন?,pending
02099,আগে বলো আত্রেয়ীর অল্প বয়সের ছবি তোমার কাছে কী করে এল?,pending
02100,কোন ডাক্তার দেখেছিল?,pending
02101,তুমি বেরোচ্ছিলে কেন?,pending
02102,গাড়ি কী অবস্থায়?,pending
02103,খেলাধুলা পছন্দ করো?,pending
02104,তুমি আমায় আশ্রয় দিয়েছ?,pending
02105,মানে ঘটনাটা যখন ঘটে আপনি কোথায় ছিলেন?,pending
02106,উনি মিহিরকে এই ঘটনাটা ঘটাতে দেখেছেন?,pending
02107,নাকি কলে-পড়া কোনো জন্তু?,pending
02108,ওই মানুষটাও কি বুঝছে না কেউ এসেছে?,pending
02109,ওকে আয়ার হাতে ছেড়ে এসেছ নাকি?,pending
02110,এতটা ভুল দেখল মৃন্ময়ী?,pending
02111,অচেনা জায়গায় বউদি গেল কোথায়?,pending
02112,আপনার শরীর কী খুব খারাপ করছে মিসেস সরখেল?,pending
02113,এতগুলো ঘর পেরিয়ে এই কোণের ঘরেই কেন এলে?,pending
02114,কিন্তু কার জামিন হবে কাল?,pending
02115,কিন্তু কেন সে এমন কাজ করবে?,pending
02116,জেল ভেঙে একটা লোক পালায়ই-বা কী করে?,pending
02117,তুমি কি নার্সিংহোমে নাকি?,pending
02118,কথাটা কি খোঁচা মেরে বলল বুড়োটা?,pending
02119,সারাদিন তোমার ফোন রিসিভ করব বলে বসে আছি?,pending
02120,কে বলতে পারে আমার ফোন ট্যাপ করা নেই?,pending
02121,গতকালের ঘটনাটায় কি তবে তারাও ভয় পেল?,pending
02122,এটা কি তবে জোড়া গ্লাসের একটা?,pending
02123,অথচ নিমেষে উধাও কী করে হল?,pending
02124,বন্দনা দিদি আয়ে থে ইধার?,pending
02125,তাহলে কি টিকটিকিতে এই কাণ্ড ঘটাল?,pending
02126,মিহির জেল থেকে পালাবার পরেই কথা বলেছেন তো?,pending
02127,তন্ময়বাবুর খবর নিতে গিয়েছিলেন তো?,pending
02128,জিজ্ঞেস করে কী হয়েছে স্যার?,pending
02129,কোন শুয়োরের বাচ্চা এ কাজ করলি?,pending
02130,তুমি কোন সাহসে আমার বাড়িতে বসে নোংরামি করো?,pending
02131,গলায় নাগরের দেওয়া হিরের হার ঝুলিয়েছিস না মাগি?,pending
02132,আমার হাত থেকে ফোন কেড়ে নাও তুমি?,pending
02133,উনি কী শোবার জন্য পয়সা নেন নাকি?,pending
02134,ঢোঁড়া সাপ আবার ফণাও তোলে?,pending
02135,নিজের সন্তানকে কী করে মারব আমি?,pending
02136,আর আলো-পাখাই বা বন্ধ কেন?,pending
02137,ইনভার্টারটা খারাপ হয়ে গেছে নাকি?,pending
02138,স্যার আপলোগ ক্যায়া লেঙ্গে?,pending
02139,এই সামান্য কথাটা কেন মাথায় আসেনি তার?,pending
02140,হঠাৎ কোনো কারণ ছাড়া চাকরি ছেড়ে দিলেন কেন?,pending
02141,সূর্যের কাজের কী আপডেট?,pending
02142,এটা কী করে বিশ্বাস করি ধানুয়া?,pending
02143,যে কেবল পালিয়ে বেড়াচ্ছে?,pending
02144,তা কার সঙ্গে অত বকবক করছিলে?,pending
02145,চেয়ে বেওয়ারিশ হয়ে পড়ে থাকত?,pending
02146,আপনাদের মিনিমাম দায়িত্ববোধ নেই?,pending
02147,স্বামীকে খেয়েও আশ মেটেনি?,pending
02148,সেখানে এই তন্ময় হালদার কে?,pending
02149,এ কী ধরনের রেসপন্সিবিলিটি ভাই?,pending
02150,আপনি মাঝখান থেকে কেন কথা বলতে শুরু করলেন?,pending
02151,এটা কী লুকিয়ে রাখার ব্যাপার নাকি?,pending
02152,এই জন্য তুই কাজ ছেড়ে বাড়িতে বসে?,pending
02153,মায়ের সামনে বলব আপনার কেন ফাঁসি হবে?,pending
02154,নাকে কাঁদুনিটা ওর সামনেই কাঁদতে হল?,pending
02155,শুনতে পাচ্ছি না… হন্টেড?,pending
02156,সেটাই করতে হবে… এতে তোমারও সুবিধে তাই তো?,pending
02157,আপ লোগ খানা ক্যায়া লেঙ্গে?,pending
02158,বন্দনার মায়ের কী হয়েছে?,pending
02159,বন্দনা এটা দেখে কাঁদছিল কেন?,pending
02160,আত্রেয়ীকে শেষ করে দেওয়া?,pending
02161,আর তুমি সেটাকে মেঘে ঢেকে দিতে চাইছ?,pending
02162,এইরকম মেমরি নিয়ে পুলিশে কাজ করছ?,pending
02163,দুজনেই পজেসড হয়ে গেল কী করে?,pending
02164,আজ হঠাৎ এমন কেন হচ্ছে?,pending
02165,আপনার সমস্যা বিস্তারিত বলতে পারেন?,pending
02166,শান্তনু জিজ্ঞেস করল।,pending
02167,পঙ্কজের কষ্ট হল খুব।,pending
02168,তা কেউ দুঃস্বপ্নেও কল্পনা করেনি।,pending
02169,সায়নের ভ্রূ দুটো কুঁচকে যায়।,pending
02170,তবে আমি এবার অনেকটাই নিশ্চিত।,pending
02171,কথাটা বলে অবনীশ ঠাট্টার ছলে হাসল।,pending
02172,ঠিক তখনই আঃ বলে দাঁড়িয়ে পড়ে সে।,pending
02173,কোথাও কোনো জয়েন্টের চিহ্ন নেই।,pending
02174,ম্যানেজার ঋষভ রাম নিজেই রিসেপশনে বসে ঢুলছিল।,pending
02175,ওর জীবনে কোনো ঐশ্বর্য থাকতে পারে না।,pending
02176,অদেখা চোরাকুঠুরিতে ঘাপটি মেরে বসে আছে কেউ।,pending
02177,আধিভৌতিক ডালপালাগুলোয় একটু ফুঁও সে দিতে পারছে না।,pending
02178,ঘাড় ঘুরিয়ে পাশে তাকাল মৃন্ময়ী।,pending
02179,এমনকি সেন্টার থেকেও এ বাড়িতে আয়া দিতে ভয় পেত।,pending
02180,মৃত্যুর মুখে অভিনেত্রী আত্রেয়ী সেন।,pending
02181,বড়ো কনফারেন্স রুমটায় এক থমথমে ভাব।,pending
02182,বড়ো একটা শুটিঙের দায়িত্ব দিয়ো না।,pending
02183,কথাটা শেষ করেই উঠে চলে যাচ্ছিল।,pending
02184,নেহাত আত্রেয়ী সেনের মতো আর্টিস্ট আছে।,pending
02185,মাথায় কাঁচা-পাকা চুলটা বেশ পাতলা হয়ে এসেছে।,pending
02186,হাউসের ম্যানেজার অমিতাভ মল্লিকের।,pending
02187,ওসির হেঁড়ে গলার কড়কানিতে একটু কেঁপে উঠল অমিতাভ।,pending
02188,কাজ শেষ না হলে আমরা কাউকেই পেমেন্ট করি না স্যার।,pending
02189,আজ বোধহয় একটু বেশিই পড়েছে।,pending
02190,তন্ময়ের ঘরের কয়েকটা ঘর পরেই ছাদে ওঠার সিঁড়ি।,pending
02191,সব ভুলে আবার মাথা ঠান্ডা করে কাজ করতে হয়।,pending
02192,কবজায় জং পড়ে শক্ত হয়ে গেছে।,pending
02193,চোখদুটো অসম্ভব ভারী হয়ে এল।,pending
02194,পারছি আপনি আমার চেয়ে যথেষ্ট সিনিয়র।,pending
02195,কৃষ্ণপদ নিজের ভুল বুঝতে পেরে আর কথা বাড়ালেন না।,pending
02196,সেই পোশাক পরেই মিহির দাঁড়িয়ে আছে।,pending
02197,টেনশনেই হয়তো মুখ ফসকে বলে ফেলে ভানু।,pending
02198,চোখ ফেটে জল ঝরে পড়ে মৃন্ময়ীর।,pending
02199,সরু করিডরটায় দু-তিনটে টিউবলাইট জ্বলছে।,pending
02200,পট করে হাত সরিয়ে দু-পাশে ঘাড় নাড়ল মিহির।,pending
02201,ভাবতেই ভেতর থেকে লজ্জায় কুঁকড়ে এল মৃন্ময়ী।,pending
02202,এখানে থাকলে এই কৃষ্ণপদ দাদাভাইকে ছিঁড়ে খাবে।,pending
02203,স্বামীকে আসামির ঘরে দেখে এর নির্ঘাত মাথা গেছে।,pending
02204,এদিকে মৃন্ময়ী কিছুতেই সায়নের কথা মানবে না।,pending
02205,মনে হয় কালো অথবা ছাই রঙের পোশাক ছিল গায়ে।,pending
02206,একটু লজ্জাতেই পড়ল মৃন্ময়ী।,pending
02207,মৃন্ময়ী সবার থেকে একটু তফাতে দাঁড়িয়ে।,pending
02208,শুধু মাঝে মাঝে একটা করে দীর্ঘশ্বাস ছাড়ছে।,pending
02209,এসব কিচ্ছু দেখার নেই তার।,pending
02210,সায়ন আরও একবার ঝুঁকে নীচের দিকে তাকিয়ে দেখল।,pending
02211,মৃন্ময়ী একটু তফাতেই দাঁড়িয়েছিল।,pending
02212,দেখে মাটিতে অচৈতন্য হয়ে লুটিয়ে আছে মৃন্ময়ী।,pending
02213,এবার বেশ বিচলিত দেখাল মৃন্ময়ীকে।,pending
02214,মৃন্ময়ীর ভেতরে ছটফটানিটা আরও বেড়ে গেল।,pending
02215,আপনার অফিস থেকেও এখনও তেমন কোনো স্টেপ নেয়নি।,pending
02216,বাওয়া আপনি তো মশাই একশো বছর বাঁচবেন।,pending
02217,পুলিশের গাড়ির জানলায় মাথা হেলিয়ে আছে মৃন্ময়ী।,pending
02218,মৃন্ময়ীর মুখটা আবার শুকিয়ে গেল।,pending
02219,মৃন্ময়ীর চোখদুটো এবার চকচক করে উঠেছে নিজে থেকেই।,pending
02220,শিশুর মতো অসহায় লাগছে মৃন্ময়ীকে।,pending
02221,পায়ের ওপর পা তুলে জমিয়ে দুই কি তিন গাল খেয়েছে।,pending
02222,অমনি ভেতর থেকে এক কনস্টেবল দৌড়োতে দৌড়োতে এল।,pending
02223,চোখ কপালে তুলে এসে দাঁড়ান লক-আপের সামনে।,pending
02224,ফুসফুস ফাটিয়ে চিৎকার করে উঠলেন কৃষ্ণপদ ঘোড়ুই।,pending
02225,শাওয়ারের তলায় দাঁড়িয়েও আনমনা হয়ে ছিল বৃষভানু।,pending
02226,কোনো এক গোপন কথা জানাবে বলে ভানু কথা দিয়েছে তাকে।,pending
02227,কোমর থেকে গামছাটা খুলে একটা হাফপ্যান্ট পরে নেয়।,pending
02228,দরজার বাইরে মুখ বাড়িয়ে গলিটার এপাশ-ওপাশ দেখে।,pending
02229,টেনশনে থানার মধ্যেই পায়চারি করছেন কৃষ্ণপদ।,pending
02230,আমি স্যার ঠিক বুঝতে পারছি না কী বলব।,pending
02231,কৃষ্ণপদ ওপার থেকে ভানুর নাম ধরে ডেকেই চলে।,pending
02232,গলার মধ্যে বসে যাওয়া আততায়ীর হাতটা উঠে আসে।,pending
02233,সায়নের মা-ও মৃন্ময়ীকে বাড়ি যেতে দিল না।,pending
02234,বুকটা ছ্যাঁৎ করে উঠেছিল মৃন্ময়ীর।,pending
02235,দুজনকেই হাত দেখিয়ে চুপ করতে বলে সায়ন।,pending
02236,কৃষ্ণপদ কী যে বলে চলেছেন সে কেবল সায়নই জানে।,pending
02237,বেশ কয়েকজন রিপোর্টারও এসে গেছে।,pending
02238,চোখের জলটা দু-হাতে মুছে সায়নের দিকে তাকায়।,pending
02239,আমি ভয়ে পেয়ে বাইরে এসে খুন খুন বলে চিৎকার করি।,pending
02240,তেঁতুলের মুখটা নিমেষে পাংশুবর্ণ হয়ে যায়।,pending
02241,তারপর যেই সামনের দিকে তাকায় দ্যাখে লোকটা উধাও।,pending
02242,মিহিরের গায়ে মেরুন রঙের টি-শার্টই তো ছিল।,pending
02243,অন্যান্য কনস্টেবল তেঁতুলকে ধরে গাড়িতে তোলে।,pending
02244,থানায় পৌঁছোতেই হাতে ছবি চলে আসে।,pending
02245,তেঁতুলের সামনে ছবিটা ফেলতেই সে-ও ভয়ে আঁতকে ওঠে।,pending
02246,সকালে এই পোশাকেই লক-আপে মিহিরকে দেখেছিল সায়ন।,pending
02247,কুকুরের ডাকও স্তব্ধ হয়ে গেল।,pending
02248,ছায়া নড়লে তার আভাসটুকু পাওয়ারও সম্ভাবনা নেই।,pending
02249,যদি মিহির তার নিজের বাড়িতেই গা-ঢাকা দিয়ে থাকে।,pending
02250,মিহিরকে অপরাধী ভাবতে সায়নের নিজেরই খারাপ লাগছে।,pending
02251,যদি এখানেই পায় তাহলে সারেন্ডার করতে বলবে সে।,pending
02252,শাস্তি হয়তো কিছুটা কম হবে তাতে।,pending
02253,আর অন্য কোনো দরজাও নেই এই বাড়িতে ঢোকার।,pending
02254,এর চেয়ে শান্তি আর কিছুতে নেই।,pending
02255,তড়াক করে লাফিয়ে উঠে পড়ে মিহিরের শরীরটা।,pending
02256,বাঁ-হাতের আঙুলগুলো ঘাড়ের পাশে রেখে মাথাটা হেলানো।,pending
02257,ভেজা চুলগুলো মাথার একপাশে ঝুলে পড়েছে।,pending
02258,অনেক আগে এই ছবি দেখে সারা শরীরে আগুন জ্বলত।,pending
02259,এতদিন পরেও ঘেন্না করছে খুব।,pending
02260,আমার কিন্তু খুব ভয় করছে তন্ময়।,pending
02261,ফোনটা পকেটে ঢুকিয়ে ঘুরে তাকাতেই খানিক থমকে যায়।,pending
02262,আপনি চিন্তা করবেন না মেসোমশাই।,pending
02263,এই তো আত্রেয়ীর বাবা এসে গেছেন।,pending
02264,তাহলে বোধহয় আমাদের কথার মাঝখানে উনি চলে গেছেন।,pending
02265,গিল্ডের ইনসিয়োরেন্স থেকেও কত কী দেবে তার ঠিক নেই।,pending
02266,চ্যানেলও সুযোগ বুঝে পিঠটান দিয়েছে।,pending
02267,চোখের নীচের চামড়াটা এবার একটু বেশিই কুঁচকে গেল।,pending
02268,একটু রেলা নিয়েই রিপোর্টারদের মুখোমুখি হয় তন্ময়।,pending
02269,নারকীয় হাসিতে দুলে উঠছে মিহিরের শরীর।,pending
02270,আর টিভিতে লাইভ ইন্টারভিউ চলছে তন্ময় হালদারের।,pending
02271,কথা অনুযায়ী আততায়ীর চোখ-দুটি ছিল অস্বাভাবিক।,pending
02272,দু-দণ্ড যে ঘুমোবে তার জো নেই।,pending
02273,মাথা ঠান্ডা করে একটা জিনিস ভাবো মুনাই।,pending
02274,আর সেটাই সহজভাবে বোঝা যাচ্ছে।,pending
02275,নিয়মের মধ্যে থেকেই আমি আসল কারণটা খুঁজে নেব।,pending
02276,মৃন্ময়ী চুপ করে টিভির দিকেই তাকিয়েছিল।,pending
02277,সায়নের কথাটা কানে আদৌ পৌঁছোল কিনা বোঝা গেল না।,pending
02278,ধ্যাত বলে সোফার ওপর ফোনটাকে ছুড়ে ফেলে বসে পড়ল।,pending
02279,ওটা আমি মনে করতে চাই না সায়ন প্লিজ।,pending
02280,মুনাইও সোফার সামনের চেয়ারটায় বসে পড়ল।,pending
02281,তার ঠোঁটের কোনে চলকে উঠল অসহায় এক হাসি।,pending
02282,সায়ন আশ্বাসের হাতটা রাখল মৃন্ময়ীর হাতের ওপর।,pending
02283,মহিলারা মুখে কাপড় চাপা দিয়ে উঁকিঝুঁকি মারছে।,pending
02284,হাত দিয়ে বাচ্চাদের চোখ ঢেকে দিচ্ছে।,pending
02285,তাতে ব্যাপারটা আরও বেশি ভয়ানক হয়ে উঠেছে।,pending
02286,আরে ওর ম্যাডামকেই তো কে যেন খুন করতে গেছিল।,pending
02287,কয়েকটা ছেলে ফুটপাথে বসেই আড্ডা মারছিল।,pending
02288,রোদে-পোড়া ছেলেগুলো খ্যাকখ্যাক করে হেসে উঠল।,pending
02289,মুখ ঘুরিয়ে ফুটপাথটা ধরে সোজা এগিয়ে চলেছে সে।,pending
02290,চড়া রোদ এড়িয়ে দিব্যি ছায়ায় ছায়ায় এগোচ্ছিল।,pending
02291,এমনকি অন্যদিনের মতো ফুরফুরে হাওয়াটুকুও নেই।,pending
02292,ফতুয়ার নীচে পাঁজর বের করা বুকটা এখনও ধুকপুক করছে।,pending
02293,রাস্তা টপকে সামনেই ডানদিকের বাঁক।,pending
02294,ঠিক তখনই মাথাটা ঘুরে আবার শুয়ে পড়ে।,pending
02295,ঘাড়টা ভেঙে মুখটা ওপর দিকে উঠে গেছে।,pending
02296,শরীরের থেকে দুটো হাত বেঁকে পিঠের দিকে চলে গেছে।,pending
02297,দূরে থালা-বাসন এখনও ছিটকে পড়ে আছে।,pending
02298,পরপর দু-দিনে বিধাননগর থানার আন্ডারে দুটো মৃত্যু।,pending
02299,এরা যে এত তাড়াতাড়ি কী করে খবর পায় ভগবানই জানে।,pending
02300,তাই আমি কিচ্ছু বলতে পারব না।,pending
02301,যত তাড়াতাড়ি সম্ভব এই কেসদুটো সলভ করতে।,pending
02302,তার আগেই সায়নের পকেটে ফোন বেজে ওঠে।,pending
02303,তখনই বাজ পড়ে সবকটা অচল হয়ে গেছে।,pending
02304,একটা চামচ সোনাইয়ের মুখের সামনে ধরেছিল মৃন্ময়ী।,pending
02305,আচমকা ছাদের আলসের ওপর রাখা মোবাইলটা বেজে ওঠে।,pending
02306,দিনের শেষ আলোটা বোধহয় এইবার পুরোপুরি চলে গেল।,pending
02307,সেই বোলপুর থেকে ফেরার পর আর বাড়িমুখো হয়নি।,pending
02308,তাই আজ একটু বেশি করেই ধানুয়ার অবাক লাগছে।,pending
02309,আলো পড়লে ঘরটা বেশ ঝলমলে হয়ে ওঠে।,pending
02310,চকচক করছে একটা কাচের সুদৃশ্য বাহারি গ্লাস।,pending
02311,একেই পুলিশ এ বাড়ির চাবি নিয়ে রেখে দিয়েছে।,pending
02312,এই ভেবে সোফা থেকে উঠে পেছনে ঘোরে তন্ময়।,pending
02313,জ্বলে ওঠে দুটো শৌখিন ঝাড়।,pending
02314,বাহারি সিঁড়ি আবার আগের মতো কথা বলে ওঠে।,pending
02315,মিহিরের কথা মনে হতেই চোখটা ভারী হয়ে এল মৃন্ময়ীর।,pending
02316,ডালাটা খুলতেই অনেকগুলো কাঁসার বাসন বেরিয়ে এল।,pending
02317,বলে নিজে ঘরে ঢুকে এসে ছবিটার দিকে মুখ করে দাঁড়াল।,pending
02318,হয়তো আরও কেউ নজর রাখছে তার গতিবিধির ওপর।,pending
02319,পেছন ঘুরতেই বুকটা ছ্যাঁৎ করে উঠল।,pending
02320,তন্ময় দোলনাটাকে ঘিরে একপাক ঘুরে ভালো করে দেখল।,pending
02321,আলোটা জ্বালতেই ঘরটা শিশমহলের মতো ঝলমল করে ওঠে।,pending
02322,কথাটা শুনে তন্ময় আরও জোরে হেসে ওঠে।,pending
02323,তন্ময় কোমরের বেল্টের সামনের দিকটা খুলে ফেলে।,pending
02324,হঠাৎ কী খেয়াল হতে ঘরের দরজার দিকে তাকায় তন্ময়।,pending
02325,তন্ময় দরজার কাছে এসে দাঁড়াতেই চমকে ওঠে।,pending
02326,সামনে সর্বনাশী বিজলির মতো ঝলসে ওঠে একটা মুখ।,pending
02327,হাড়হিম করে দেওয়া বীভৎস মুখ।,pending
02328,কারণ তন্ময়ের সঙ্গে ধাক্কা লেগেছে।,pending
02329,রুমাল দিয়ে ঘাম মুছতে মুছতে এপাশ-ওপাশ দেখতে থাকে।,pending
02330,এখানে আজ রাতে থাকাটা বেশ রিস্ক।,pending
02331,কথাটা মনে হতেই শরীরটা আরও একবার কেঁপে উঠল।,pending
02332,আর এখানে এক মুহূর্তও নয়।,pending
02333,ঝট করে কেউ যেন পাশ থেকে সরে ঘরের ভেতর ঢুকে এল।,pending
02334,মিহিরের মুখেই এখন কালো রক্তের ধারা।,pending
02335,আচমকা ঝটকায় তন্ময়ের হাতের মোবাইলটা পড়ে যায়।,pending
02336,তন্ময় চিৎকার করতে চাইছে কিন্তু পারছে না।,pending
02337,কিন্তু কিচ্ছু দেখতে পাচ্ছে না সে।,pending
02338,সে-ও আরও দু-পা এগিয়ে এল তন্ময়ের দিকে।,pending
02339,তন্ময় এখন মিহিরের রূপটাই চোখের ওপর দেখছে।,pending
02340,আমি কিন্তু গুলি চালাতে বাধ্য হব।,pending
02341,কয়েকজন সুইচগুলো পটাপট মারতে থাকল।,pending
02342,মিহির কোনদিকে গেল বুঝতেই পারল না সায়ন।,pending
02343,চিৎকার করে যে সাবধান করবে সেই সময়টুকুও দিল না।,pending
02344,রেলিংয়ের ওপর সজোরে একটা ঘুষি চালাল সায়ন।,pending
02345,ব্যাপারটা সায়নকে থামিয়ে দিলেও ধরে রাখতে পারল না।,pending
02346,সায়নের বুকের ভেতরটা তোলপাড় করে উঠল।,pending
02347,মশারির মধ্যে খানিক চুপ করে বসে রইল মৃন্ময়ী।,pending
02348,সবেমাত্র বালিশে মাথা ঠেকিয়েছে।,pending
02349,দরজা আর খিলের মাঝে একটা ফাঁকা অংশ রয়েছে।,pending
02350,টেবিলের পাশের জানলাগুলো সব বন্ধ।,pending
02351,বাড়ির মধ্যের বাতাসটা বেশ ভারী হয়ে উঠেছে।,pending
02352,ঘরময় কচিপাতা রঙের আলোটা ঘুম ঘুম চোখে চেয়ে রইল।,pending
02353,কেউ চেয়ার টানলে যেমন হয় এ ঠিক তেমনি আওয়াজ।,pending
02354,মৃন্ময়ী দু-চোখে ভয় নিয়ে দোতলার ডাইনিঙে চলে এল।,pending
02355,এই টেবিল-চেয়ারগুলো নীচের ডাইনিঙেই থাকত।,pending
02356,কারণ এটা এই বাড়িতে হওয়া অসম্ভব।,pending
02357,মশারি তুলে ঝটপট ছেলের কাছে যায় মৃন্ময়ী।,pending
02358,ভাবনাটা মাথার মধ্যে আসতেই ছ্যাঁৎ করে উঠল বুকটা।,pending
02359,কারণ তখন উনি একটা বড়োসড়ো কেস খেয়ে আছেন তাই।,pending
02360,খবর নিয়ে দেখেছি পরে সেই জ্যাম আরও বেড়ে যায়।,pending
02361,সেদিন সেটা রাত পৌনে এগারোটায় হাওড়া ঢুকেছে।,pending
02362,সেই কখন তন্ময় আর মিহিরবাবুকে ভরতি করেছি।,pending
02363,এদিকে মিহির আর তন্ময়ও ভীষণভাবে ইনজিয়রড।,pending
02364,অবনীশকে উদ্দেশ্য করেই প্রশ্ন করলেন ডক্টর।,pending
02365,আপনারা যেভাবে হোক ওদের বাঁচিয়ে তুলুন।,pending
02366,ভোরের আলো তখন কৈশোর সকালের বয়স ছুঁয়েছে।,pending
02367,জানলায় পেলমেটে ঝুলতে থাকা ভারী পর্দাগুলো টানা।,pending
02368,মোটা কাচ-ঢাকা গেটটা খুলতেই হাঁ হয়ে গেল মৃন্ময়ী।,pending
02369,বুকের ভেতরে একটা গোপন ব্যথা চলকে উঠল মৃন্ময়ীর।,pending
02370,মুনাই পেছন ফিরে খাটের দিকে যেতেই আঁতকে উঠল।,pending
02371,মুনাই আঙুল তুলে শোকেসে টেডি বিয়ারটার দিকে দেখাল।,pending
02372,কিন্তু সকালে উঠে তো সেটা নেভানো দেখল।,pending
02373,মুনাই আর সায়ন একবার একে ওপরের দিকে চেয়ে নিল।,pending
02374,আঁচলটা মুখে চাপা দিয়ে ডুকরে কেঁদে ওঠে মৃন্ময়ী।,pending
