id,text,char_count,word_count,sentence_type,style,quality_score,source
01959,নুড়ি-পাথর টপকে পান্নাসবুজ জলের চলা।,36,5,statement,literary,81.5,12k.txt
01960,চোখ বুজে সূর্য কী যেন ভাবল।,27,6,statement,literary,81.5,12k.txt
01961,মোবাইল স্ক্রিনে লেখা বাবলু।,27,4,statement,literary,81.5,12k.txt
01962,তারপর কিচ্ছুটি বুঝতে দেয়নি।,28,4,statement,literary,81.5,12k.txt
01963,ঠোঁট নেড়ে কথা বলার চেষ্টা করছে।,32,6,statement,literary,81.5,12k.txt
01964,সেটা একমাত্র আত্রেয়ীই বলতে পারবে।,34,5,statement,literary,81.5,12k.txt
01965,উঠে গিয়ে বন্ধ করে খিল তুলে দেন।,32,7,statement,literary,81.5,12k.txt
01966,আমি একটু বারান্দা থেকে হেঁটে আসি।,33,6,statement,literary,81.5,12k.txt
01967,নিঃশব্দে বয়ে চলেছে মুখে আঙুল দিয়ে।,36,6,statement,literary,81.5,12k.txt
01968,মুহূর্তে সবক-টি মোমবাতি তিরতির করে কাঁপতে থাকে।,47,7,statement,literary,81.5,12k.txt
01969,নীলাম্বর আসন ছেড়ে উঠতে পারবেন না।,34,6,statement,literary,81.5,12k.txt
01970,আসলে ওই অত দূর থেকে একটা লোককে দেখেছ তো!,40,9,exclamation,literary,81.5,12k.txt
01971,দাদাভাই আর তন্ময়ের রক্তও লাগছে না।,35,6,statement,literary,81.5,12k.txt
01972,এর মধ্যে ও যদি কারও ক্ষতি করে বসে!,34,8,exclamation,literary,81.5,12k.txt
01973,হঠাৎ মোবাইলের রিংটোনের শব্দ।,28,4,statement,literary,81.5,12k.txt
01974,যত শুনছে ততই সায়নের চোখ ছোটো হয়ে যাচ্ছে।,42,8,statement,literary,81.5,12k.txt
01975,সবুজ দরজার পাশেই ছোট্ট একটা সুইচ।,33,6,statement,literary,81.5,12k.txt
01976,মাঝে রাস্তাও খুব ভালো নয়।,26,5,statement,literary,81.5,12k.txt
01977,সোমদত্তাকে সঙ্গে নিয়ে সায়ন সময়মতো হাজির।,43,6,statement,literary,81.5,12k.txt
01978,নার্সের এক ডাকেই চোখ মেলে চাইল তন্ময়।,38,7,statement,literary,81.5,12k.txt
01979,সায়নবাবু আপনাকে জাস্ট দুটো প্রশ্ন করবে।,40,6,statement,literary,81.5,12k.txt
01980,ইতিমধ্যেই নার্স আর ডক্টর ঢুকে আসেন।,35,6,statement,literary,81.5,12k.txt
01981,কাল মধ্যরাত থেকে মোরনি থানায় পঙ্কজ।,36,6,statement,literary,81.5,12k.txt
01982,তাই আমি কখনোই আপনার বন্ধু হতে পারি না।,38,8,statement,literary,81.5,12k.txt
01983,তাই পালাবার চেষ্টাটা আপনার মাঠে মারা যায়।,42,7,statement,literary,81.5,12k.txt
01984,ভারমোর থেকে পালিয়ে চাম্বা গেলেন।,33,5,statement,literary,81.5,12k.txt
01985,কিন্তু পঙ্কজ সাড়া দিল না।,26,5,statement,literary,81.5,12k.txt
01986,ওখানে কেমন ট্রিটমেন্ট হচ্ছে আমায় জানাও।,40,6,statement,literary,81.5,12k.txt
01987,অবশ্যই সেটা আত্রেয়ীর নির্দেশে।,31,4,statement,literary,81.5,12k.txt
01988,তা এইমাত্র এই কেবিনের পর্দায় হয়েছে।,37,6,statement,literary,81.5,12k.txt
01989,দিকের দেয়াল পর্যন্ত গেছে।,26,4,statement,literary,81.5,12k.txt
01990,তন্ময়ের কাজের খুব বড়ো ভক্ত।,29,5,statement,literary,81.5,12k.txt
01991,সায়নকে দেখে একবার চোখ বন্ধ করে আবার খোলে।,42,8,statement,literary,81.5,12k.txt
01992,ক্ষমতা রাখে সেটা ভেতর থেকে বুঝতে পারি।,38,7,statement,literary,81.5,12k.txt
01993,তন্ময় অবাক হয়ে জিজ্ঞেস করল।,29,5,statement,literary,81.5,12k.txt
01994,যদি না শান্তনুর ছবি দেখে কেউ চিনতে পারত।,40,8,statement,literary,81.5,12k.txt
01995,আমি যদি কিছু হেল্প করতে পারি!,29,6,exclamation,literary,81.5,12k.txt
01996,এই নিয়েও তো মিডিয়ার প্রশ্নের শেষ নেই।,39,7,statement,literary,81.5,12k.txt
01997,কিন্তু কিচ্ছু দেখতে পায় না।,28,5,statement,literary,81.5,12k.txt
01998,আওয়াজটা একবার করে হচ্ছে আর থেমে যাচ্ছে।,40,7,statement,literary,81.5,12k.txt
01999,জানালার কাচে ফেটে যাওয়ার অজস্র নিশান।,38,6,statement,literary,81.5,12k.txt
02000,বলেই এগিয়ে যেতে থাকে আত্রেয়ীর দিকে।,37,6,statement,literary,81.5,12k.txt
02001,দেখেন আত্রেয়ী ম্যাডাম নীচে পড়ে আছেন।,38,6,statement,literary,81.5,12k.txt
02002,আর নীলাম্বরবাবু আপনি এখানেই থাকুন।,34,5,statement,literary,81.5,12k.txt
02003,সবকটা সিসিটিভি একসঙ্গে পজ হয়ে গেল।,35,6,statement,literary,81.5,12k.txt
02004,ঠিক সেই সময় আত্রেয়ী সেন নড়ে ওঠে।,35,7,statement,literary,81.5,12k.txt
02005,নীলাম্বর সোহিনীর চেয়ারটায় বসেছিলেন।,37,4,statement,literary,81.5,12k.txt
02006,কারণ সে তোমার থেকে কিচ্ছু চায় না।,34,7,statement,literary,81.5,12k.txt
02007,শান্তনু আত্রেয়ী সেনের স্বামী।,30,4,statement,literary,81.5,12k.txt
02008,কিন্তু সূর্যের দেখা নেই।,24,4,statement,literary,81.5,12k.txt
02009,উদ্ভিন্নযৌবন তার ফুলে ফুলে উঠছে।,32,5,statement,literary,81.5,12k.txt
02010,দেওয়া হচ্ছে না সিসিটিভি ফুটেজ।,31,5,statement,literary,81.5,12k.txt
02011,আরও অনেক কথা বলে যাচ্ছে টিভিটা।,31,6,statement,literary,81.5,12k.txt
02012,বড়ি বাড়িতে নিয়ে যাওয়ার কোনো প্রশ্নই নেই।,44,7,statement,literary,81.5,12k.txt
02013,তোমার সঙ্গে আমার শ্মশানেই দেখা হবে।,35,6,statement,literary,81.5,12k.txt
02014,মিডিয়া আমাদের দেখলেই ছিঁড়ে খাচ্ছে।,36,5,statement,literary,81.5,12k.txt
02015,বেডের সঙ্গে ঝোলানো ছিল সুইচ।,28,5,statement,literary,81.5,12k.txt
02016,ঝটিতি দরজা খুলে ঢুকে আসে নার্স।,31,6,statement,literary,81.5,12k.txt
02017,আত্রেয়ী সেনের ঘরেও তো সিসিটিভি ছিল।,36,6,statement,literary,81.5,12k.txt
02018,শুধু একটু সুযোগের অপেক্ষায়।,28,4,statement,literary,81.5,12k.txt
02019,তাই অচেনা হাতের স্পর্শ পেতেই চোখ খুলে তাকাল সে।,47,9,statement,literary,81.5,12k.txt
02020,শুধু তোমার একটু হেল্প চাই।,26,5,statement,literary,81.5,12k.txt
02021,কিন্তু একবারও কাউকে দেখতে পেলাম না।,35,6,statement,literary,81.5,12k.txt
02022,আরে তাঁদের স্কিল দ্যাখো আর নিজেরটা দ্যাখো।,42,7,statement,literary,81.5,12k.txt
02023,সামনের লোকটির সঙ্গেই কথা বলে চলল।,33,6,statement,literary,81.5,12k.txt
02024,আত্রেয়ীইইইইইইই চিৎকার করে ওঠে মিহির।,37,5,statement,literary,81.5,12k.txt
02025,আত্রেয়ী পালটা প্রশ্ন করল।,26,4,statement,literary,81.5,12k.txt
02026,এসব আমার কিচ্ছু কাজে লাগবে না।,30,6,statement,literary,81.5,12k.txt
02027,দরজায় লাগানো আইহোলে চোখ রাখল বন্দনা।,37,6,statement,literary,81.5,12k.txt
02028,মুহূর্তে শুকিয়ে গেল মুখটা।,27,4,statement,literary,81.5,12k.txt
02029,মুখে এক রাশ বিরক্তি নিয়ে ক্যামেরা থামাল তন্ময়।,48,8,statement,literary,81.5,12k.txt
02030,এ ভাই কার পাল্লায় পড়েছি আজ।,29,6,statement,literary,81.5,12k.txt
02031,আলোকপর্ণার তেজ ওর গাম্ভীর্য।,28,4,statement,literary,81.5,12k.txt
02032,তন্ময়ের মুখটাও দেখতে ইচ্ছে করছে না তার।,40,7,statement,literary,81.5,12k.txt
02033,কারণ সেটাই স্ক্রিপ্ট ডিমান্ড করছে।,34,5,statement,literary,81.5,12k.txt
02034,সায়নের প্রশ্নে মিহিরের ঘোর কাটল।,33,5,statement,literary,81.5,12k.txt
02035,এখানে নিশ্চয়ই কোনো কেস আছে স্যার।,34,6,statement,literary,81.5,12k.txt
02036,দমটাও কয়েক মুহূর্তের বিরতি পায়।,33,5,statement,literary,81.5,12k.txt
02037,আমি ওদের বললাম যে রাস্তায় হারিয়ে গেছে।,40,7,statement,literary,81.5,12k.txt
02038,তারপর সেটার একটা কালার প্রিন্ট নিলেই হয়ে যাবে।,47,8,statement,literary,81.5,12k.txt
02039,বন্দনা মায়ের জন্য বিচলিত হয়ে ওঠে।,35,6,statement,literary,81.5,12k.txt
02040,একটা টর্চ নিয়ে পঙ্কজ বেরোল বটে।,32,6,statement,literary,81.5,12k.txt
02041,কনকনে ঠান্ডার মধ্যেও ঘনঘন ঘাম মুছছে পঙ্কজ।,42,7,statement,literary,81.5,12k.txt
02042,শুধু দু-তিন বোতল জল ঢালার শব্দ পেল সে।,38,8,statement,literary,81.5,12k.txt
02043,সারারাত দু-চোখের পাতা এক করতে পারেনি পঙ্কজ।,43,7,statement,literary,81.5,12k.txt
02044,সায়ন চুপ করে তাকিয়ে রইল বন্দনার দিকে।,39,7,statement,literary,81.5,12k.txt
02045,সময় নষ্ট না করে ঝটপট বলে ফেলুন।,32,7,statement,literary,81.5,12k.txt
02046,বন্দনার কথা শুনে শিরদাঁড়া টানটান করে বসল।,42,7,statement,literary,81.5,12k.txt
02047,বন্দনা মাথা তোলে মায়ের বুকের ওপর থেকে।,39,7,statement,literary,81.5,12k.txt
02048,ওদের আশ্রমের একটা নিয়ম ছিল।,28,5,statement,literary,81.5,12k.txt
02049,তাই মায়ের জন্য আমায় আমার প্রাপ্য বুঝে নিতেই হবে।,50,9,statement,literary,81.5,12k.txt
02050,রাগে ঘেন্নায় আমার সারা শরীর রিরি করতে থাকে।,44,8,statement,literary,81.5,12k.txt
02051,বন্দনার এ হেন আচরণে সে তো বেশ অবাক।,35,8,statement,literary,81.5,12k.txt
02052,আমার বহুদিনের একটা ইচ্ছে আছে।,29,5,statement,literary,81.5,12k.txt
02053,বলেই বন্দনা ঘরের অভিমুখে চলে গেল।,33,6,statement,literary,81.5,12k.txt
02054,শব্দ করে বন্ধ হয়ে যায় দরজাটা।,31,6,statement,literary,81.5,12k.txt
02055,বন্দনার মায়ের কোলেও একটি বাচ্চা।,33,5,statement,literary,81.5,12k.txt
02056,তন্ময় বজ্রাহতের মতো বন্দনার মুখের দিকে তাকায়।,47,7,statement,literary,81.5,12k.txt
02057,বন্দনাও ঘাড় ঘুরিয়ে তন্ময়ের দিকে তাকায়।,42,6,statement,literary,81.5,12k.txt
02058,কান্নার আওয়াজটা পেয়ে তারও কৌতূহল হল।,38,6,statement,literary,81.5,12k.txt
02059,ওর হাতে যেন কিছু একটা আছে মনে হচ্ছে।,36,8,statement,literary,81.5,12k.txt
02060,দেয়ালের ফাটল প্রকট হচ্ছে।,26,4,statement,literary,81.5,12k.txt
02061,জানলার পাশে বসেই বন্দনা মোবাইলে কথা বলছে।,41,7,statement,literary,81.5,12k.txt
02062,ঠোঁটের কোণে তাচ্ছিল্যের হাসি।,29,4,statement,literary,81.5,12k.txt
02063,চূড়ান্ত অসভ্যতা চলছে হোটেলে।,29,4,statement,literary,81.5,12k.txt
02064,কিন্তু সেটা কোনোভাবেই হোটেলে নয়।,33,5,statement,literary,81.5,12k.txt
02065,তন্ময়… আর-একটাও কথা বলবে না আত্রেয়ী।,38,6,statement,literary,81.5,12k.txt
02066,শান্তনু আত্রেয়ীর দিকে তাকায়।,30,4,statement,literary,81.5,12k.txt
02067,বেশি অপেক্ষা করতে হয়নি কাউকেই।,31,5,statement,literary,81.5,12k.txt
02068,আমার জীবন থাকতে তোমার ক্ষতি কেউ করতে পারবে না।,46,9,statement,literary,81.5,12k.txt
02069,দুর্বলতা তার সাকসেসের ক্ষেত্রে বাধা হতে পারে।,45,7,statement,literary,81.5,12k.txt
02070,দীর্ঘ দু-বছর আমি মুখ বুজে সহ্য করি।,35,7,statement,literary,81.5,12k.txt
02071,যা যা হবে ও নাকি সব কিছুর প্রমাণ রাখবে।,39,9,statement,literary,81.5,12k.txt
02072,সোমদত্তা সপ্রশ্ন চোখে সায়নের দিকে তাকায়।,42,6,statement,literary,81.5,12k.txt
02073,তার চেয়ে বন্দনার ভোগেই লাগুক।,30,5,statement,literary,81.5,12k.txt
02074,গাড়িটা বাম্পারে লাফিয়ে উঠল।,29,4,statement,literary,81.5,12k.txt
02075,সেক্ষেত্রে যে-কোনো মানুষই মরে যাবে।,35,5,statement,literary,81.5,12k.txt
02076,তার আগে যথেষ্ট কষ্ট দিয়ে মারা হয়েছে।,38,7,statement,literary,81.5,12k.txt
02077,তাই বন্দনা যে দোষী সেটা বোঝাটা সম্ভব নয়।,41,8,statement,literary,81.5,12k.txt
02078,তারপরে নির্দিষ্ট চেয়ারে গিয়ে বসল।,35,5,statement,literary,81.5,12k.txt
02079,একদিন আপনার সঙ্গে দেখা করবেন বলেছেন।,36,6,statement,literary,81.5,12k.txt
02080,সকলেই স্ক্রিনের দিকে তাকিয়ে বসে।,33,5,statement,literary,81.5,12k.txt
02081,কোনো নেটওয়ার্কই পাচ্ছে না।,27,4,statement,literary,81.5,12k.txt
02082,সূর্য আর সোমদত্তাও যেতে চাইছিল।,31,5,statement,literary,81.5,12k.txt
02083,আমরা তন্ময় হালদারের কেবিনে যাচ্ছি।,35,5,statement,literary,81.5,12k.txt
02084,বেড়ে যাওয়া শক্তির অংশ!,24,4,exclamation,literary,81.5,12k.txt
02085,ফাঁকা ঘরে সেই শব্দ ফিরে ফিরে বাজতে লাগল।,40,8,statement,literary,81.5,12k.txt
02086,বেশ ভয় পেয়েছে সূর্য আর সোমদত্তা।,34,6,statement,literary,81.5,12k.txt
02087,তাহলে গোটা ঘরের বৃত্তটা সম্পূর্ণ হবে।,37,6,statement,literary,81.5,12k.txt
02088,ঘরের মধ্যে তাপমাত্রা হিমাঙ্কের কাছাকাছি।,40,5,statement,literary,81.5,12k.txt
02089,ওদিকে সোমদত্তা ছুটে যায় সূর্যের কাছে।,38,6,statement,literary,81.5,12k.txt
02090,ফ্রিজারের দরজায় ধাক্কা দিচ্ছে ভয় দেখাবার জন্য।,48,7,statement,literary,81.5,12k.txt
02091,সূর্যের নজর পড়ে সোমদত্তার দিকে।,32,5,statement,literary,81.5,12k.txt
02092,সোমদত্তার মধ্যে কোনো অভিব্যক্তি নেই।,36,5,statement,literary,81.5,12k.txt
02093,সূর্য সোমদত্তার কপালে চুমু খায়।,32,5,statement,literary,81.5,12k.txt
02094,সোমদত্তার প্রাণটা এবার বেরিয়েই যাবে।,37,5,statement,literary,81.5,12k.txt
02095,শরীরগুলোয় ক্ষতের দাগ হল শুধু।,30,5,statement,literary,81.5,12k.txt
02096,ওঁর বয়স প্রায় একশো দুই বছর।,29,6,statement,literary,81.5,12k.txt
02097,সোমদত্তা আবার তাকায় নীলাম্বরের দিকে।,37,5,statement,literary,81.5,12k.txt
02098,আপনার দ্বিতীয় প্রশ্নের জবাব দিই আগে।,37,6,statement,literary,81.5,12k.txt
02099,নীলাম্বরের চোখদুটো চকচক করে ওঠে।,32,5,statement,literary,81.5,12k.txt
02100,লোকটা প্রচণ্ড রেগে আছে।,23,4,statement,literary,81.5,12k.txt
02101,ধীরে ধীরে মুখটা খ্যাতলানো রক্তাক্ত হয়ে যায়।,45,7,statement,literary,81.5,12k.txt
02102,নইলে সব ছারখার করে দেবার ক্ষমতা রাখে এই আত্মা।,46,9,statement,literary,81.5,12k.txt
02103,সেইদিন থেকেই আজকের ঘটনার সূত্রপাত।,34,5,statement,literary,81.5,12k.txt
02104,প্রতিটা মিডিয়ায় ছড়িয়ে পড়ে সেই খবর।,39,6,statement,literary,81.5,12k.txt
02105,বাড়িতে বড়ো করে যজ্ঞের আয়োজন হয়।,35,6,statement,literary,81.5,12k.txt
02106,চারজন পুরোহিত সেই যজ্ঞ করেন।,28,5,statement,literary,81.5,12k.txt
02107,আপনার সম্পূর্ণ নাম বলুন দয়া করে।,33,6,statement,call_center,81.5,bengali_sentences_6000_metadata.jsonl
02108,আমরা নিশ্চিত করব যে এটি আবার না হয়।,36,8,statement,call_center,81.5,bengali_sentences_6000_metadata.jsonl
02109,আপনার সমস্যা প্রথম অগ্রাধিকার।,30,4,statement,call_center,81.5,bengali_sentences_6000_metadata.jsonl
02110,আপনার সেবায় আমরা সর্বদা প্রস্তুত।,34,5,statement,call_center,81.5,bengali_sentences_6000_metadata.jsonl
02111,এই পরিস্থিতি অগ্রহণযোগ্য।,25,3,statement,call_center,81.5,bengali_sentences_6000_metadata.jsonl
02112,আমরা সর্বদা প্রস্তুত সাহায্য করতে।,34,5,statement,customer_support,81.5,bengali_sentences_6000_metadata.jsonl
02113,এই পণ্যের বৈশিষ্ট্য দেখুন।,26,4,statement,customer_support,81.5,bengali_sentences_6000_metadata.jsonl
02114,আপনার অনুরোধ গ্রহণ করা হয়েছে।,30,5,statement,ivr,81.5,bengali_sentences_6000_metadata.jsonl
02115,আপনার অনুরোধ প্রসেস হচ্ছে।,26,4,statement,ivr,81.5,bengali_sentences_6000_metadata.jsonl
02116,আমি চট্টগ্রাম থেকে এসেছি।,25,4,statement,conversational,81.5,meaningful_sentences
02117,"আমি ছাত্র, বিশ্ববিদ্যালয়ে পড়ি।",32,4,statement,conversational,81.5,meaningful_sentences
02118,আজ একটু বিশ্রাম নিতে চাই।,25,5,statement,conversational,81.5,meaningful_sentences
02119,স্ত্রী বাজারে গেছেন।,20,3,statement,conversational,81.5,meaningful_sentences
02120,বস আজ সন্তুষ্ট হয়েছেন।,23,4,statement,conversational,81.5,meaningful_sentences
02121,আগামীকাল থেকে নতুন প্রজেক্ট শুরু।,33,5,statement,conversational,81.5,meaningful_sentences
02122,বাজারে ভালো জিনিস পাওয়া যাচ্ছে।,32,5,statement,conversational,81.5,meaningful_sentences
02123,আধ ঘণ্টা অপেক্ষা করুন।,22,4,statement,conversational,81.5,meaningful_sentences
02124,প্রজেক্ট শেষ করতে সময় লাগবে।,29,5,statement,conversational,81.5,meaningful_sentences
02125,মানসিক স্বাস্থ্যও গুরুত্বপূর্ণ।,31,3,statement,conversational,81.5,meaningful_sentences
02126,স্পোর্টসম্যানশিপ গুরুত্বপূর্ণ।,30,2,statement,conversational,81.5,meaningful_sentences
02127,কলিগদের সাথে ভালো সম্পর্ক।,26,4,statement,conversational,81.5,meaningful_sentences
02128,স্কুলের বন্ধুদের মনে পড়ে।,26,4,statement,conversational,81.5,meaningful_sentences
02129,রাস্তা আছে নিশ্চয়ই।,20,3,statement,conversational,81.5,meaningful_sentences
02130,টুম্পা হাঁটছে রাস্তায়।,23,3,statement,conversational,81.5,semantic_template
02131,চট্টগ্রাম পড়াশোনা করি।,23,3,statement,conversational,81.5,semantic_template
02132,এত কড়াকড়ি টপকে এই লোকটা এই পর্যন্ত পৌঁছোল কী করে?,51,10,question,literary,81.0,12k.txt
02133,কেনই-বা একটা নির্দিষ্ট সময়ে সিসিটিভি নিষ্ক্রিয় হয়ে গেল?,58,8,question,literary,81.0,12k.txt
02134,আত্রেয়ী দেবী আর শান্তনুবাবুর মধ্যে কী নিয়ে ঝগড়া হত?,54,9,question,literary,81.0,12k.txt
02135,পর্দার ওপারে নিশ্চয়ই কেউ আছে নইলে এমন শব্দ কে করবে?,52,10,question,literary,81.0,12k.txt
02136,আমার অসুস্থ মাকে শিখণ্ডী করে আমার মুখ থেকে কথা বের করবেন?,57,11,question,literary,81.0,12k.txt
02137,ছুপ চুপ কর মেডাম কা এক্সক্লিউজিভ ফোটো খিচনা হ্যায় না?,54,10,question,literary,81.0,12k.txt
02138,আগে বলো আত্রেয়ীর অল্প বয়সের ছবি তোমার কাছে কী করে এল?,55,11,question,literary,81.0,12k.txt
02139,মানে ঘটনাটা যখন ঘটে আপনি কোথায় ছিলেন?,38,7,question,literary,80.5,12k.txt
02140,উনি মিহিরকে এই ঘটনাটা ঘটাতে দেখেছেন?,36,6,question,literary,80.5,12k.txt
02141,নাকি কলে-পড়া কোনো জন্তু?,25,4,question,literary,80.5,12k.txt
02142,ওই মানুষটাও কি বুঝছে না কেউ এসেছে?,34,7,question,literary,80.5,12k.txt
02143,ওকে আয়ার হাতে ছেড়ে এসেছ নাকি?,31,6,question,literary,80.5,12k.txt
02144,এতটা ভুল দেখল মৃন্ময়ী?,23,4,question,literary,80.5,12k.txt
02145,অচেনা জায়গায় বউদি গেল কোথায়?,31,5,question,literary,80.5,12k.txt
02146,আপনার শরীর কী খুব খারাপ করছে মিসেস সরখেল?,41,8,question,literary,80.5,12k.txt
02147,এতগুলো ঘর পেরিয়ে এই কোণের ঘরেই কেন এলে?,40,8,question,literary,80.5,12k.txt
02148,কিন্তু কার জামিন হবে কাল?,25,5,question,literary,80.5,12k.txt
02149,কিন্তু কেন সে এমন কাজ করবে?,27,6,question,literary,80.5,12k.txt
02150,জেল ভেঙে একটা লোক পালায়ই-বা কী করে?,36,7,question,literary,80.5,12k.txt
02151,তুমি কি নার্সিংহোমে নাকি?,25,4,question,literary,80.5,12k.txt
02152,কথাটা কি খোঁচা মেরে বলল বুড়োটা?,32,6,question,literary,80.5,12k.txt
02153,সারাদিন তোমার ফোন রিসিভ করব বলে বসে আছি?,40,8,question,literary,80.5,12k.txt
02154,কে বলতে পারে আমার ফোন ট্যাপ করা নেই?,36,8,question,literary,80.5,12k.txt
02155,গতকালের ঘটনাটায় কি তবে তারাও ভয় পেল?,38,7,question,literary,80.5,12k.txt
02156,এটা কি তবে জোড়া গ্লাসের একটা?,30,6,question,literary,80.5,12k.txt
02157,অথচ নিমেষে উধাও কী করে হল?,26,6,question,literary,80.5,12k.txt
02158,বন্দনা দিদি আয়ে থে ইধার?,25,5,question,literary,80.5,12k.txt
02159,তাহলে কি টিকটিকিতে এই কাণ্ড ঘটাল?,33,6,question,literary,80.5,12k.txt
02160,মিহির জেল থেকে পালাবার পরেই কথা বলেছেন তো?,42,8,question,literary,80.5,12k.txt
02161,তন্ময়বাবুর খবর নিতে গিয়েছিলেন তো?,35,5,question,literary,80.5,12k.txt
02162,জিজ্ঞেস করে কী হয়েছে স্যার?,28,5,question,literary,80.5,12k.txt
02163,কোন শুয়োরের বাচ্চা এ কাজ করলি?,31,6,question,literary,80.5,12k.txt
02164,তুমি আমায় আশ্রয় দিয়েছ?,25,4,question,literary,80.5,12k.txt
02165,তুমি কোন সাহসে আমার বাড়িতে বসে নোংরামি করো?,44,8,question,literary,80.5,12k.txt
02166,গলায় নাগরের দেওয়া হিরের হার ঝুলিয়েছিস না মাগি?,49,8,question,literary,80.5,12k.txt
02167,আমার হাত থেকে ফোন কেড়ে নাও তুমি?,33,7,question,literary,80.5,12k.txt
02168,উনি কী শোবার জন্য পয়সা নেন নাকি?,33,7,question,literary,80.5,12k.txt
02169,ঢোঁড়া সাপ আবার ফণাও তোলে?,26,5,question,literary,80.5,12k.txt
02170,নিজের সন্তানকে কী করে মারব আমি?,31,6,question,literary,80.5,12k.txt
02171,আর আলো-পাখাই বা বন্ধ কেন?,25,5,question,literary,80.5,12k.txt
02172,ইনভার্টারটা খারাপ হয়ে গেছে নাকি?,33,5,question,literary,80.5,12k.txt
02173,স্যার আপলোগ ক্যায়া লেঙ্গে?,27,4,question,literary,80.5,12k.txt
02174,এই সামান্য কথাটা কেন মাথায় আসেনি তার?,38,7,question,literary,80.5,12k.txt
02175,হঠাৎ কোনো কারণ ছাড়া চাকরি ছেড়ে দিলেন কেন?,43,8,question,literary,80.5,12k.txt
02176,কোন ডাক্তার দেখেছিল?,20,3,question,literary,80.5,12k.txt
02177,সূর্যের কাজের কী আপডেট?,23,4,question,literary,80.5,12k.txt
02178,এটা কী করে বিশ্বাস করি ধানুয়া?,31,6,question,literary,80.5,12k.txt
02179,যে কেবল পালিয়ে বেড়াচ্ছে?,26,4,question,literary,80.5,12k.txt
02180,তা কার সঙ্গে অত বকবক করছিলে?,28,6,question,literary,80.5,12k.txt
02181,চেয়ে বেওয়ারিশ হয়ে পড়ে থাকত?,31,5,question,literary,80.5,12k.txt
02182,আপনাদের মিনিমাম দায়িত্ববোধ নেই?,32,4,question,literary,80.5,12k.txt
02183,স্বামীকে খেয়েও আশ মেটেনি?,26,4,question,literary,80.5,12k.txt
02184,সেখানে এই তন্ময় হালদার কে?,27,5,question,literary,80.5,12k.txt
02185,এ কী ধরনের রেসপন্সিবিলিটি ভাই?,30,5,question,literary,80.5,12k.txt
02186,আপনি মাঝখান থেকে কেন কথা বলতে শুরু করলেন?,41,8,question,literary,80.5,12k.txt
02187,তুমি বেরোচ্ছিলে কেন?,20,3,question,literary,80.5,12k.txt
02188,এটা কী লুকিয়ে রাখার ব্যাপার নাকি?,34,6,question,literary,80.5,12k.txt
02189,এই জন্য তুই কাজ ছেড়ে বাড়িতে বসে?,34,7,question,literary,80.5,12k.txt
02190,মায়ের সামনে বলব আপনার কেন ফাঁসি হবে?,37,7,question,literary,80.5,12k.txt
02191,নাকে কাঁদুনিটা ওর সামনেই কাঁদতে হল?,35,6,question,literary,80.5,12k.txt
02192,শুনতে পাচ্ছি না… হন্টেড?,24,4,question,literary,80.5,12k.txt
02193,সেটাই করতে হবে… এতে তোমারও সুবিধে তাই তো?,41,8,question,literary,80.5,12k.txt
02194,আপ লোগ খানা ক্যায়া লেঙ্গে?,27,5,question,literary,80.5,12k.txt
02195,বন্দনার মায়ের কী হয়েছে?,25,4,question,literary,80.5,12k.txt
02196,বন্দনা এটা দেখে কাঁদছিল কেন?,28,5,question,literary,80.5,12k.txt
02197,আত্রেয়ীকে শেষ করে দেওয়া?,26,4,question,literary,80.5,12k.txt
02198,আর তুমি সেটাকে মেঘে ঢেকে দিতে চাইছ?,35,7,question,literary,80.5,12k.txt
02199,এইরকম মেমরি নিয়ে পুলিশে কাজ করছ?,33,6,question,literary,80.5,12k.txt
02200,দুজনেই পজেসড হয়ে গেল কী করে?,29,6,question,literary,80.5,12k.txt
02201,আজ হঠাৎ এমন কেন হচ্ছে?,22,5,question,literary,80.5,12k.txt
02202,আপনার সমস্যা বিস্তারিত বলতে পারেন?,34,5,question,call_center,80.5,bengali_sentences_6000_metadata.jsonl
02203,গাড়ি কী অবস্থায়?,18,3,question,emergency_999,80.5,bengali_sentences_6000_metadata.jsonl
02204,খেলাধুলা পছন্দ করো?,19,3,question,virtual_assistant,80.5,bengali_sentences_6000_metadata.jsonl
02205,কোথায় যাচ্ছ এত তাড়াতাড়ি?,27,4,question,conversational,80.5,meaningful_sentences
02206,অদেখা চোরাকুঠুরিতে ঘাপটি মেরে বসে আছে কেউ।,42,7,statement,literary,80.0,12k.txt
02207,আধিভৌতিক ডালপালাগুলোয় একটু ফুঁও সে দিতে পারছে না।,50,8,statement,literary,80.0,12k.txt
02208,ঘাড় ঘুরিয়ে পাশে তাকাল মৃন্ময়ী।,33,5,statement,literary,80.0,12k.txt
02209,এমনকি সেন্টার থেকেও এ বাড়িতে আয়া দিতে ভয় পেত।,48,9,statement,literary,80.0,12k.txt
02210,মৃত্যুর মুখে অভিনেত্রী আত্রেয়ী সেন।,36,5,statement,literary,80.0,12k.txt
02211,বড়ো কনফারেন্স রুমটায় এক থমথমে ভাব।,36,6,statement,literary,80.0,12k.txt
02212,বড়ো একটা শুটিঙের দায়িত্ব দিয়ো না।,36,6,statement,literary,80.0,12k.txt
02213,কথাটা শেষ করেই উঠে চলে যাচ্ছিল।,31,6,statement,literary,80.0,12k.txt
